FileName,Method,ClassName,Severity,Smell
UnivariateKernelEstimator.java,main(String[]),UnivariateKernelEstimator,3,long-method
CheckEstimator.java,runBasicTest(CheckEstimator.AttrTypesintintintintintbooleanbooleanintintintFastVector),CheckEstimator,2,long-method
SMO.java,buildClassifier(Instancesintintbooleanintint),SMO.BinarySMO,3,long-method
UMLStereotypeTagDefinitionListModel.java,UMLStereotypeTagDefinitionListModel(),UMLStereotypeTagDefinitionListModel,1,long-method
UMLStereotypeTagDefinitionListModel.java,buildModelList(),UMLStereotypeTagDefinitionListModel,1,long-method
UMLStereotypeTagDefinitionListModel.java,isValidElement(Object),UMLStereotypeTagDefinitionListModel,1,long-method
ModelEventPumpEUMLImpl.java,fireEvent(ObjectObjectObjectintStringEReference),ModelEventPumpEUMLImpl,3,long-method
CollectionsModelInterpreter.java,invokeFeature(MapObjectStringStringObject[]),CollectionsModelInterpreter,4,long-method
FieldMethodZero.java,FieldMethodZero(StringRubyModuleField),FieldMethodZero,1,long-method
FieldMethodZero.java,safeConvert(IRubyObject),FieldMethodZero,1,long-method
CorruptPowerPointFileException.java,CorruptPowerPointFileException(String),CorruptPowerPointFileException,1,long-method
HSLFException.java,HSLFException(),HSLFException,1,long-method
XLS2CSVmra.java,processRecord(Record),XLS2CSVmra,3,long-method
DataExtraction.java,main(String[]),DataExtraction,3,long-method
SimpleStorage.java,SimpleStorage(WebMailServer),SimpleStorage,1,long-method
SimpleStorage.java,initConfig(),SimpleStorage,1,long-method
SimpleStorage.java,loadXMLSysData(),SimpleStorage,1,long-method
SimpleStorage.java,saveXMLSysData(),SimpleStorage,1,long-method
SendMessage.java,handleURL(StringHTTPSessionHTTPRequestHeader),SendMessage,3,long-method
ServletLogger.java,ServletLogger(WebMailServerStorage),ServletLogger,1,long-method
Frameworks.java,,Frameworks,1,god-class
TableParseFixture.java,,TableParseFixture,1,god-class
Divide.java,,Divide,1,god-class
FixtureNameFixture.java,,FixtureNameFixture,1,god-class
Table.java,,Table,1,god-class
StandardAnnotationFixture.java,,StandardAnnotationFixture,1,god-class
Money.java,,Money,1,god-class
FixtureLoadFixture.java,,FixtureLoadFixture,1,god-class
NotAFixture.java,,NotAFixture,1,god-class
Color.java,,Color,1,god-class
ReferenceFixture.java,,ReferenceFixture,1,god-class
HtmlToTextFixture.java,,HtmlToTextFixture,1,god-class
Equals.java,,Equals,1,god-class
AnnotationFixture.java,,AnnotationFixture,1,god-class
TextToHtmlFixture.java,,TextToHtmlFixture,1,god-class
Summary.java,,Summary,1,god-class
PrimitiveFixture.java,,PrimitiveFixture,1,god-class
FileRunner.java,,FileRunner,1,god-class
ColumnFixture.java,,ColumnFixture,2,god-class
ScientificDouble.java,,ScientificDouble,1,god-class
ActionFixture.java,,ActionFixture,1,god-class
TypeAdapter.java,,TypeAdapter,1,god-class
Fixture.java,,Fixture,3,god-class
Fixture.java,,Fixture.RunTime,1,god-class
TypeAdapter.java,,TypeAdapter.ByteAdapter,1,god-class
TypeAdapter.java,,TypeAdapter.ClassByteAdapter,1,god-class
TypeAdapter.java,,TypeAdapter.IntAdapter,1,god-class
GrammerException.java,,GrammerException,1,god-class
ParsingException.java,,ParsingException,1,god-class
SourceCodeParser.java,,SourceCodeParser,4,god-class
JavaClassDumpper.java,,JavaClassDumpper,1,god-class
SourceCodeParser.java,,SourceCodeParser.OpcodeWrapper,1,god-class
Attribute_Code.java,,Attribute_Code,1,god-class
WeekendHolidayCalendar.java,,WeekendHolidayCalendar,1,god-class
HolidayCalendarFactoryImpl.java,,HolidayCalendarFactoryImpl,1,god-class
PlainSwap.java,,PlainSwap,4,god-class
FloatPeriod.java,,FloatPeriod,4,god-class
DOMParser.java,,DOMParser,1,god-class
DOMFragmentParser.java,,DOMFragmentParser,1,god-class
HTMLTagBalancer.java,,HTMLTagBalancer,4,god-class
HTMLScanner.java,,HTMLScanner,4,god-class
HTMLScanner.java,,HTMLScanner.ContentScanner,4,god-class
HTMLScanner.java,,HTMLScanner.LocationItem,3,god-class
MemoryUsage.java,,MemoryUsage,1,god-class
MemoryUsage.java,,MemoryUsage.MemoryComparator,1,god-class
Result.java,,Result,2,god-class
JMSBroadcastingListener.java,,JMSBroadcastingListener,1,god-class
AbstractConcurrentReadCache.java,,AbstractConcurrentReadCache,3,god-class
CacheEntryEventListenerImpl.java,,CacheEntryEventListenerImpl,3,god-class
CacheEntryEventType.java,,CacheEntryEventType,1,god-class
Registry.java,,Registry,1,god-class
Registry.java,,Registry.CmpArrays,1,god-class
QuiltRegistry.java,,QuiltRegistry,1,god-class
FmtSelector.java,,FmtSelector,2,god-class
Segment.java,,Segment,1,god-class
GraphTransformer.java,,GraphTransformer,3,god-class
GraphXmlSerializer.java,,GraphXmlSerializer,1,god-class
PrintXmlBean.java,,PrintXmlBean,3,god-class
TableFrameXmlBean.java,,TableFrameXmlBean,4,god-class
ZoomerXmlBean.java,,ZoomerXmlBean,3,god-class
TableFrameControllerXmlBean.java,,TableFrameControllerXmlBean,4,god-class
BooleanLiteralAST.java,,BooleanLiteralAST,1,god-class
ParenthesizedAST.java,,ParenthesizedAST,1,god-class
FloatLiteralAST.java,,FloatLiteralAST,1,god-class
JavaLexer.java,,JavaLexer,3,god-class
MT940.java,,MT940,3,god-class
MT940.java,,MT940.CanceledException,1,god-class
MT940.java,,MT940.MT940FileFilter,1,god-class
QIF.java,,QIF,3,god-class
DoubleEntry.java,,DoubleEntry,1,god-class
MainFrame.java,,MainFrame,3,god-class
JavaFileGenerator.java,,JavaFileGenerator,1,god-class
CharacterRange.java,,CharacterRange,3,god-class
ParseEngine.java,,ParseEngine,3,god-class
NonTerminal.java,,NonTerminal,3,god-class
RStringLiteral.java,,RStringLiteral,4,god-class
TokenProduction.java,,TokenProduction,3,god-class
NfaState.java,,NfaState,3,god-class
OptionsDialog.java,,OptionsDialog,2,god-class
OptionsDialog.java,,OptionsDialog.PaneNameRenderer,1,god-class
EnhancedDialog.java,,EnhancedDialog,1,god-class
ActivityLogDialog.java,,ActivityLogDialog,1,god-class
jsXe.java,,jsXe,3,god-class
DOMOutput.java,,DOMOutput,3,god-class
IgnoredBuilder.java,,IgnoredBuilder,1,god-class
CheckboxTableDecorator.java,,CheckboxTableDecorator,1,god-class
MultilevelTotalTableDecorator.java,,MultilevelTotalTableDecorator,2,god-class
MultilevelTotalTableDecorator.java,,MultilevelTotalTableDecorator.GroupTotals,3,god-class
TagConstants.java,,TagConstants,1,god-class
TableTagParameters.java,,TableTagParameters,1,god-class
SimpleStorage.java,,SimpleStorage,2,god-class
ByteStore.java,,ByteStore,3,god-class
WebMailSession.java,,WebMailSession,3,god-class
ObjectInputStreamSupport.java,,ObjectInputStreamSupport,1,god-class
DefaultDynamicMBean.java,,DefaultDynamicMBean,3,god-class
Monitor.java,,Monitor,1,god-class
SimpleMLet.java,,SimpleMLet,4,god-class
ByteBufferOutputStream.java,,ByteBufferOutputStream,2,god-class
JarFileList.java,,JarFileList,1,god-class
QuickServer.java,,QuickServer,4,god-class
TheClient.java,,TheClient,4,god-class
PoolConfig.java,,PoolConfig,4,god-class
Data.java,,Data,3,god-class
PluginArchiver.java,,PluginArchiver,2,god-class
PluginRegistryImpl.java,,PluginRegistryImpl,3,god-class
ModelPluginFragment.java,,ModelPluginFragment,4,god-class
ModelAttribute.java,,ModelAttribute,3,god-class
ModelExtensionPoint.java,,ModelExtensionPoint,4,god-class
ModelParameterDef.java,,ModelParameterDef,3,god-class
ModelExtension.java,,ModelExtension,3,god-class
CustomPermissionsURLClassLoader.java,,CustomPermissionsURLClassLoader,1,god-class
PoolElement.java,,PoolElement,4,god-class
ConnectionPool.java,,ConnectionPool,1,god-class
Server.java,,Server,4,god-class
WebadminRequestHandler.java,,WebadminRequestHandler,4,god-class
UML2JagGenerator.java,,UML2JagGenerator,4,god-class
Jag2UMLGenerator.java,,Jag2UMLGenerator,2,god-class
ProgressDialog.java,,ProgressDialog,1,god-class
JagGenerator.java,,JagGenerator,4,god-class
Field.java,,Field,3,god-class
SphericalLens.java,,SphericalLens,1,god-class
PinholeLens.java,,PinholeLens,1,god-class
LightSample.java,,LightSample,2,god-class
RPObjectDAO.java,,RPObjectDAO,1,god-class
BanListDAO.java,,BanListDAO,1,god-class
LoginEventDAO.java,,LoginEventDAO.LoginEvent,2,god-class
RPObject.java,,RPObject,4,god-class
ChangeRequest.java,,ChangeRequest,1,god-class
CollectionPermutationIter.java,,CollectionPermutationIter,1,god-class
IntegerPermutationIter.java,,IntegerPermutationIter,1,god-class
DeclaredExceptionTable.java,,DeclaredExceptionTable,1,god-class
Attribute_info.java,,Attribute_info,1,god-class
OptsParser.java,,OptsParser.OptDef,4,god-class
InstrVisitor.java,,InstrVisitor,4,god-class
BridgePatternParser.java,,BridgePatternParser,1,god-class
ThreadPatternConverter.java,,ThreadPatternConverter,1,god-class
LogBrokerMonitor.java,,LogBrokerMonitor,3,god-class
LogTable.java,,LogTable,1,god-class
ConnectionFactory.java,,ConnectionFactory,1,god-class
AbstractAxionBlob.java,,AbstractAxionBlob,1,god-class
SelectCommand.java,,SelectCommand,3,god-class
AnnealingLayoutSettings.java,,AnnealingLayoutSettings,4,god-class
MoenLayoutAlgorithm.java,,MoenLayoutAlgorithm,1,god-class
AnnealingLayoutAlgorithm.java,,AnnealingLayoutAlgorithm,4,god-class
SugiyamaLayoutAlgorithm.java,,SugiyamaLayoutAlgorithm,2,god-class
SugiyamaLayoutAlgorithm.java,,SugiyamaLayoutAlgorithm.CellWrapper,2,god-class
GEMLayoutAlgorithm.java,,GEMLayoutAlgorithm,4,god-class
JGraphJGX.java,,JGraphJGX.DelayedAttributeID,4,god-class
CsWord.java,,CsWord,1,god-class
JextEvent.java,,JextEvent,3,god-class
PrintingOptions.java,,PrintingOptions,4,god-class
PrintText.java,,PrintText.PrintableText,3,god-class
Jext.java,,Jext,4,god-class
XMLSchedulingDataProcessor.java,,XMLSchedulingDataProcessor,4,god-class
SchedulerStateRecord.java,,SchedulerStateRecord,4,god-class
JobStoreSupport.java,,JobStoreSupport,4,god-class
CronExpression.java,,CronExpression,3,god-class
StdSchedulerFactory.java,,StdSchedulerFactory,4,god-class
MP3Frame.java,,MP3Frame,1,god-class
MorphShape.java,,MorphShape,2,god-class
FontDefinition.java,,FontDefinition.Glyph,3,god-class
FontDefinition.java,,FontDefinition.KerningPair,3,god-class
ActionParser.java,,ActionParser.ActionRecord,1,god-class
RenderingHintsKeyExt.java,,RenderingHintsKeyExt,1,god-class
WebMacro.java,,WebMacro,1,god-class
SimpleMBean.java,,SimpleMBean,1,god-class
XHtmlToWikiConfig.java,,XHtmlToWikiConfig,4,god-class
SpamFilter.java,,SpamFilter,4,god-class
SpamFilter.java,,SpamFilter.Host,2,god-class
JSPWikiMarkupParser.java,,JSPWikiMarkupParser,4,god-class
Entry.java,,Entry,3,god-class
JGraphCoordinateAssignment.java,,JGraphCoordinateAssignment,3,god-class
BusinessObjectWrapper2.java,,BusinessObjectWrapper2,3,god-class
EdgeRenderer.java,,EdgeRenderer,4,god-class
GraphLayoutCache.java,,GraphLayoutCache,3,god-class
JGraphOrganicLayout.java,,JGraphOrganicLayout.CellWrapper,4,god-class
DataTransactionLogEntry.java,,DataTransactionLogEntry,1,god-class
SerializationHelper.java,,SerializationHelper,1,god-class
UserAdapter.java,,UserAdapter,1,god-class
NullString.java,,NullString,1,god-class
Primitives.java,,Primitives,3,god-class
BadConstructorsInNestedObjects.java,,BadConstructorsInNestedObjects.Employee,4,god-class
AggregateDomainObject.java,,AggregateDomainObject.Book,3,god-class
AggregateDomainObject.java,,AggregateDomainObject.Author,3,god-class
Rental.java,,Rental,3,god-class
RentalItem.java,,RentalItem,3,god-class
RentalItemType.java,,RentalItemType,3,god-class
Functions.java,,Functions,1,god-class
Units.java,,Units,1,god-class
PhysicalConstants.java,,PhysicalConstants,1,god-class
GraphElementParser.java,,GraphElementParser,1,god-class
GraphZoomScrollPane.java,,GraphZoomScrollPane,3,god-class
MessageLoadedEvent.java,,MessageLoadedEvent,3,god-class
CachingFolderInfo.java,,CachingFolderInfo,4,god-class
ResponseWrapper.java,,ResponseWrapper,3,god-class
PropertyValueVetoException.java,,PropertyValueVetoException,3,god-class
FolderInfo.java,,FolderInfo,4,god-class
StoreInfo.java,,StoreInfo,4,god-class
DesktopConfiguration.java,,DesktopConfiguration,3,god-class
Email.java,,Email.EmailItem,3,god-class
WeatherData.java,,WeatherData.Alert,3,god-class
DefaultApplication.java,,DefaultApplication,4,god-class
DefaultApplication.java,,DefaultApplication.ApplicationEvent,3,god-class
SharedNameValue.java,,SharedNameValue,3,god-class
IMDB.java,,IMDB,4,god-class
TrafficConfiguration.java,,TrafficConfiguration.Location,3,god-class
Traffic.java,,Traffic.Result,3,god-class
VideoServer.java,,VideoServer,4,god-class
UpcomingConfiguration.java,,UpcomingConfiguration.Location,3,god-class
Videocasting.java,,Videocasting,4,god-class
Podcasting.java,,Podcasting,4,god-class
HarvestAgentFactoryImpl.java,,HarvestAgentFactoryImpl,1,god-class
SiteEditorContext.java,,SiteEditorContext,2,god-class
AbstractTargetScheduleView.java,,AbstractTargetScheduleView,4,god-class
Audit.java,,Audit,4,god-class
MembersCommand.java,,MembersCommand,3,god-class
MoveTargetsCommand.java,,MoveTargetsCommand,4,god-class
MemberOfCommand.java,,MemberOfCommand,3,god-class
TargetManagerImpl.java,,TargetManagerImpl,4,god-class
HarvestCoordinatorImpl.java,,HarvestCoordinatorImpl,4,god-class
PartialEvaluator.java,,PartialEvaluator,3,god-class
EvaluationShrinker.java,,EvaluationShrinker,4,god-class
Utilities.java,,Utilities,1,god-class
Technorati.java,,Technorati.Weblog,3,god-class
StaticTemplate.java,,StaticTemplate,4,god-class
IncomingReferrer.java,,IncomingReferrer,3,god-class
CreateWeblogBean.java,,CreateWeblogBean,4,god-class
ParsedTabItem.java,,ParsedTabItem,4,god-class
WatchWebHandler.java,,WatchWebHandler,3,god-class
UserModuleProcessor.java,,UserModuleProcessor,3,god-class
ForumPermission.java,,ForumPermission,2,god-class
CmsPermission.java,,CmsPermission,3,god-class
MVNForumConstant.java,,MVNForumConstant,1,god-class
MVNForumGlobal.java,,MVNForumGlobal,1,god-class
RankBean.java,,RankBean,4,god-class
MessageBean.java,,MessageBean,4,god-class
MessageStatisticsBean.java,,MessageStatisticsBean,4,god-class
WorkQueueFrontier.java,,WorkQueueFrontier,3,god-class
GanttDialogInfo.java,,GanttDialogInfo,1,god-class
ProjectMenu.java,,ProjectMenu,4,god-class
HumanResourceManager.java,,HumanResourceManager.CustomPropertyDefinitionImpl,3,god-class
CustomPropertiesTagHandler.java,,CustomPropertiesTagHandler.CustomPropertiesStructure,2,god-class
TaskRendererImpl.java,,TaskRendererImpl,4,god-class
BrowseHookFactory.java,,BrowseHookFactory,1,god-class
StructuredMenuItemHolder.java,,StructuredMenuItemHolder,3,god-class
Benchmark.java,,Benchmark.BenchmarkResult,2,god-class
PrintVisitor.java,,PrintVisitor,1,god-class
ViewerModelEvent.java,,ViewerModelEvent,3,god-class
Metric.java,,Metric,4,god-class
PdfTargetDictionary.java,,PdfTargetDictionary,1,god-class
QRCode.java,,QRCode,4,god-class
RichMediaActivation.java,,RichMediaActivation,1,god-class
RichMediaPresentation.java,,RichMediaPresentation,1,god-class
Image.java,,Image,3,god-class
XmpMMSchema.java,,XmpMMSchema,1,god-class
GraphicsState.java,,GraphicsState,4,god-class
ColumnText.java,,ColumnText,3,god-class
PdfStamperImp.java,,PdfStamperImp,4,god-class
PdfDocument.java,,PdfDocument,4,god-class
TrueTypeFont.java,,TrueTypeFont,4,god-class
PdfReader.java,,PdfReader,4,god-class
VFS.java,,VFS,1,god-class
VFSBrowser.java,,VFSBrowser,4,god-class
Buffer.java,,Buffer,4,god-class
JEditBuffer.java,,JEditBuffer,4,god-class
SpecialFoldersItem.java,,SpecialFoldersItem,1,god-class
IncomingItem.java,,IncomingItem,1,god-class
OptionsItem.java,,OptionsItem,1,god-class
ComposerItem.java,,ComposerItem,1,god-class
PopItem.java,,PopItem,1,god-class
IMAPFolder.java,,IMAPFolder,3,god-class
ODGInputFormat.java,,ODGInputFormat,4,god-class
Insets2D.java,,Insets2D.Float,3,god-class
Insets2D.java,,Insets2D.Double,4,god-class
SVGInputFormat.java,,SVGInputFormat,4,god-class
SVGConstants.java,,SVGConstants,1,god-class
ODGConstants.java,,ODGConstants,1,god-class
Tube.java,,Tube,3,god-class
SplineMesh.java,,SplineMesh,4,god-class
PhotonMap.java,,PhotonMap,4,god-class
Raytracer.java,,Raytracer,4,god-class
TextureImageInfo.java,,TextureImageInfo,4,god-class
KeystrokeRecord.java,,KeystrokeRecord,3,god-class
HttpSPMFileSystem.java,,HttpSPMFileSystem,2,god-class
Raster.java,,Raster,4,god-class
TriMeshBeveler.java,,TriMeshBeveler,4,god-class
SqlFileScanner.java,,SqlFileScanner,3,god-class
DateTimeType.java,,DateTimeType,4,god-class
ParserDML.java,,ParserDML,3,god-class
QuerySpecification.java,,QuerySpecification,4,god-class
ExpressionLogical.java,,ExpressionLogical,4,god-class
FunctionCustom.java,,FunctionCustom,4,god-class
ParserDDL.java,,ParserDDL,4,god-class
ColumnBase.java,,ColumnBase,4,god-class
Expression.java,,Expression,4,god-class
StatementSchema.java,,StatementSchema,4,god-class
RowActionBase.java,,RowActionBase,1,god-class
StatementDML.java,,StatementDML,4,god-class
Routine.java,,Routine,3,god-class
DatabaseInformationFull.java,,DatabaseInformationFull,4,god-class
IndexAVL.java,,IndexAVL,4,god-class
ActionNames.java,,ActionNames,1,god-class
HTTPHC3Impl.java,,HTTPHC3Impl,3,god-class
HTTPSamplerBase.java,,HTTPSamplerBase,3,god-class
ListenerResultWrapper.java,,ListenerResultWrapper,3,god-class
XMLEntityManager.java,,XMLEntityManager,4,god-class
XMLEntityManager.java,,XMLEntityManager.EncodingInfo,1,god-class
XMLDocumentFragmentScannerImpl.java,,XMLDocumentFragmentScannerImpl,4,god-class
XMLScanner.java,,XMLScanner,4,god-class
XMLDTDProcessor.java,,XMLDTDProcessor,4,god-class
XMLDTDValidator.java,,XMLDTDValidator,4,god-class
DOMOutputImpl.java,,DOMOutputImpl,3,god-class
DOMInputImpl.java,,DOMInputImpl,4,god-class
DocumentImpl.java,,DocumentImpl,4,god-class
DOMLocatorImpl.java,,DOMLocatorImpl,4,god-class
XMLInputSource.java,,XMLInputSource,4,god-class
XSDHandler.java,,XSDHandler,4,god-class
XSAttributeChecker.java,,XSAttributeChecker,4,god-class
SAXInputSource.java,,SAXInputSource,3,god-class
DOMSerializerImpl.java,,DOMSerializerImpl,4,god-class
XSDFACM.java,,XSDFACM,3,god-class
XMLSchemaValidator.java,,XMLSchemaValidator,4,god-class
sparql.java,,sparql,1,god-class
Location.java,,Location,3,god-class
Node.java,,Node,1,god-class
ConnectionTableNIO.java,,ConnectionTableNIO,1,god-class
S3_PING.java,,S3_PING.ListBucketResponse,1,god-class
SFC.java,,SFC,3,god-class
Configurator.java,,Configurator,3,god-class
GUI.java,,GUI,4,god-class
TerrainGenerator.java,,TerrainGenerator,4,god-class
Specification.java,,Specification,2,god-class
Specification.java,,Specification.ModifierReader,1,god-class
Player.java,,Player,4,god-class
ColonyPlan.java,,ColonyPlan,4,god-class
AIColony.java,,AIColony,4,god-class
ColopediaPanel.java,,ColopediaPanel,4,god-class
InteractionsEditorKit.java,,InteractionsEditorKit,1,god-class
InteractionsPaneOptions.java,,InteractionsPaneOptions,3,god-class
HighlightStatus.java,,HighlightStatus,3,god-class
DefinitionsDocument.java,,DefinitionsDocument,3,god-class
FindReplacePanel.java,,FindReplacePanel,4,god-class
KeyBindingManager.java,,KeyBindingManager.KeyStrokeData,3,god-class
MainJVM.java,,MainJVM,4,god-class
ConfigFrame.java,,ConfigFrame,4,god-class
VariableStack.java,,VariableStack,2,god-class
ExtensionEvent.java,,ExtensionEvent,1,god-class
SelectionEvent.java,,SelectionEvent,1,god-class
FunctionCall.java,,FunctionCall,3,god-class
SortSettings.java,,SortSettings,3,god-class
ToStream.java,,ToStream,4,god-class
SQLDocument.java,,SQLDocument,4,god-class
DOM2DTM.java,,DOM2DTM,4,god-class
SerializableLocatorImpl.java,,SerializableLocatorImpl,3,god-class
TransformerIdentityImpl.java,,TransformerIdentityImpl,3,god-class
JAIFEnumConstant.java,,JAIFEnumConstant,1,god-class
SourceSinkInfo.java,,SourceSinkInfo,4,god-class
GeneralWarningProperty.java,,GeneralWarningProperty,1,god-class
RefComparisonWarningProperty.java,,RefComparisonWarningProperty,1,god-class
InconsistentSyncWarningProperty.java,,InconsistentSyncWarningProperty,1,god-class
NullDerefProperty.java,,NullDerefProperty,1,god-class
DeadLocalStoreProperty.java,,DeadLocalStoreProperty,1,god-class
Father.java,,Father,1,god-class
TransactionManagerFactoryDummy.java,,TransactionManagerFactoryDummy,2,god-class
WebSphereTransactionManagerFactory.java,,WebSphereTransactionManagerFactory,2,god-class
AbstractTransactionContext.java,,AbstractTransactionContext,3,god-class
XercesOutputFormat.java,,XercesOutputFormat,2,god-class
HaveLinkWithURLCondition.java,,HaveLinkWithURLCondition,1,god-class
NodeMenuRenderer.java,,NodeMenuRenderer,1,god-class
Parameter.java,,Parameter,2,god-class
NewUserConfig.java,,NewUserConfig.JoinGroup,4,god-class
OrganizationConfig.java,,OrganizationConfig,3,god-class
OrganizationConfig.java,,OrganizationConfig.Group,3,god-class
OrganizationConfig.java,,OrganizationConfig.User,4,god-class
ActionOutput.java,,ActionOutput,3,god-class
ActionData.java,,ActionData,3,god-class
FolderImpl.java,,FolderImpl,3,god-class
AccountListenerConfig.java,,AccountListenerConfig,3,god-class
ResourceBundleDescriptionImpl.java,,ResourceBundleDescriptionImpl,3,god-class
CommunityPortal.java,,CommunityPortal,3,god-class
DataPackageResources_ru.java,,DataPackageResources_ru,1,god-class
SpiderWebPlot.java,,SpiderWebPlot,2,god-class
QueryTermExtractor.java,,QueryTermExtractor,1,god-class
SimpleFragmenter.java,,SimpleFragmenter,1,god-class
WeightedTerm.java,,WeightedTerm,2,god-class
SegmentInfos.java,,SegmentInfos,3,god-class
RemoteAddrValve.java,,RemoteAddrValve,1,god-class
JDBCAccessLogValve.java,,JDBCAccessLogValve,1,god-class
SingleSignOnMessage.java,,SingleSignOnMessage,4,god-class
BotGUI.java,,BotGUI,1,god-class
CLLRM13.java,,CLLRM13,1,god-class
UnitLocation.java,,UnitLocation,2,god-class
Tank.java,,Tank,4,god-class
BattleArmor.java,,BattleArmor,4,god-class
JRGenericPrintElementParameterFactory.java,,JRGenericPrintElementParameterFactory.Parameter,1,god-class
SimpleFontFamily.java,,SimpleFontFamily,4,god-class
Evaluation.java,,Evaluation,3,god-class
Classifier.java,,Classifier,4,god-class
BatchClustererEvent.java,,BatchClustererEvent,3,god-class
AbstractTestSetProducerBeanInfo.java,,AbstractTestSetProducerBeanInfo,1,god-class
WizStepManyTextFields.java,,WizStepManyTextFields,1,god-class
CPPLexer.java,,CPPLexer,1,god-class
FieldMethodZero.java,,FieldMethodZero,1,god-class
JVM.java,,JVM.MethodData,1,god-class
Ruby19Parser.java,,Ruby19Parser,4,god-class
CorruptPowerPointFileException.java,,CorruptPowerPointFileException,1,god-class
HSLFException.java,,HSLFException,1,god-class
SlideShow.java,,SlideShow,4,god-class
DocumentParseFixture.java,Output(),DocumentParseFixture,1,feature-envy
DocumentParseFixture.java,Structure(),DocumentParseFixture,1,feature-envy
DocumentParseFixture.java,GenerateOutput(Parse),DocumentParseFixture,1,feature-envy
DocumentParseFixture.java,dumpTables(Parse),DocumentParseFixture,1,feature-envy
DocumentParseFixture.java,dumpRows(Parse),DocumentParseFixture,1,feature-envy
DocumentParseFixture.java,dumpCells(Parse),DocumentParseFixture,1,feature-envy
ReferenceFixture.java,Result(),ReferenceFixture,2,feature-envy
GrammerException.java,GrammerException(intString),GrammerException,1,feature-envy
GrammerException.java,GrammerException(intintintString),GrammerException,1,feature-envy
GrammerException.java,GrammerException(StringException),GrammerException,1,feature-envy
GrammerException.java,GrammerException(intintString),GrammerException,1,feature-envy
SourceCodeParser.java,parseMethod(),SourceCodeParser,3,feature-envy
SourceCodeParser.java,parseMethodAttributes(MethodArrayListSourceCodeParser.LabeledInstructionsAttribute_CodeArrayList),SourceCodeParser,3,feature-envy
SourceCodeParser.java,parseMethodInstructions(Method),SourceCodeParser,4,feature-envy
SourceCodeBuilder.java,toString(Attribute_CodeHashSet),SourceCodeBuilder,4,feature-envy
WeekendHolidayCalendar.java,isWeekend(Calendar),WeekendHolidayCalendar,1,feature-envy
WeekendHolidayCalendar.java,isHoliday(Calendar),WeekendHolidayCalendar,1,feature-envy
HolidayCalendarFactoryImpl.java,getAvailableLocales(),HolidayCalendarFactoryImpl,1,feature-envy
PlainSwap.java,getCurrency(),PlainSwap,1,feature-envy
ScheduleGenerator.java,generateSchedule(CalendarCalendarintintStubTypePeriodint),ScheduleGenerator,3,feature-envy
DOMParser.java,DOMParser(),DOMParser,1,feature-envy
DOMParser.java,doctypeDecl(StringStringStringAugmentations),DOMParser,1,feature-envy
DOMParser.java,getParserSubVersion(),DOMParser,1,feature-envy
DOMFragmentParser.java,DOMFragmentParser(),DOMFragmentParser,1,feature-envy
DOMFragmentParser.java,parse(StringDocumentFragment),DOMFragmentParser,1,feature-envy
DOMFragmentParser.java,parse(InputSourceDocumentFragment),DOMFragmentParser,1,feature-envy
HTMLTagBalancer.java,startElement(QNameXMLAttributesAugmentations),HTMLTagBalancer,3,feature-envy
ObjectFactory.java,createObject(StringStringString),ObjectFactory,1,feature-envy
HTMLConfiguration.java,setInputSource(XMLInputSource),HTMLConfiguration,3,feature-envy
HTMLScanner.java,scan(boolean),HTMLScanner.ContentScanner,3,feature-envy
MemoryUsage.java,sizeOf(MemoryUsage.Creator),MemoryUsage,1,feature-envy
MemoryUsage.java,getUsedMemory(),MemoryUsage,1,feature-envy
MemoryUsage.java,gc(),MemoryUsage,1,feature-envy
MemoryUsage.java,main(String[]),MemoryUsage,1,feature-envy
TLinkedList.java,IteratorImpl(int),TLinkedList.IteratorImpl,2,feature-envy
JMSBroadcastingListener.java,initialize(CacheConfig),JMSBroadcastingListener,1,feature-envy
JMSBroadcastingListener.java,finialize(),JMSBroadcastingListener,1,feature-envy
JMSBroadcastingListener.java,sendNotification(ClusterNotification),JMSBroadcastingListener,1,feature-envy
JMSBroadcastingListener.java,getInitialContext(),JMSBroadcastingListener,1,feature-envy
JMSBroadcastingListener.java,onMessage(Message),JMSBroadcastingListener,1,feature-envy
AbstractConcurrentReadCache.java,put(ObjectObjectboolean),AbstractConcurrentReadCache,1,feature-envy
AbstractConcurrentReadCache.java,remove(Objectbooleanboolean),AbstractConcurrentReadCache,1,feature-envy
Registry.java,comparator(),Registry,1,feature-envy
Registry.java,containsKey(String[]),Registry,1,feature-envy
Registry.java,get(String[]),Registry,1,feature-envy
GraphTransformer.java,makeGraph(ClassGenMethodGen),GraphTransformer,3,feature-envy
GraphAction.java,discoverEdge(Edge),GraphAction.LampLighter,3,feature-envy
GraphXmlSerializer.java,GraphXmlSerializer(GraphPluginISessionGraphMainPanelTabString),GraphXmlSerializer,1,feature-envy
GraphXmlSerializer.java,write(GraphControllerXmlBean),GraphXmlSerializer,1,feature-envy
GraphXmlSerializer.java,read(),GraphXmlSerializer,1,feature-envy
GraphXmlSerializer.java,getFileName(StringStringString),GraphXmlSerializer,1,feature-envy
ConstraintData.java,replaceCopiedColsByReferences(ColumnInfo[]boolean),ConstraintData,2,feature-envy
BooleanLiteralAST.java,BooleanLiteralAST(Token),BooleanLiteralAST,1,feature-envy
BooleanLiteralAST.java,computeType(),BooleanLiteralAST,1,feature-envy
